EpRewMean,loss_pol_surr,EpLenMean,EpisodesSoFar,loss_vf_loss,loss_kl,ev_tdlam_before,TimestepsSoFar,TimeElapsed,EpThisIter,loss_pol_entpen,loss_ent
-2468991.9325361834,-0.00685292,1444.93,4988,741204700000.0,0.0056984215,-3.2782554626464844e-05,9374735,1839.5768010616302,42,0.0,7.6784215
-4945565.568368712,-0.007306646,1416.95,5033,19275480000.0,0.005731067,4.690885543823242e-05,9433840,1852.8633434772491,45,0.0,7.6710973
-4908012.468860308,-0.0068761418,1375.44,5077,6697665000.0,0.0050138207,0.00019681453704833984,9496525,1865.9060745239258,44,0.0,7.6711583
-1545814.8383246583,-0.0071562063,1351.68,5125,4384407600.0,0.0050684013,-0.001008152961730957,9561634,1878.8241288661957,48,0.0,7.6664386
-699908.1759626186,-0.008431203,1353.24,5167,6366971000.0,0.0046376437,-0.0008118152618408203,9618314,1891.9567339420319,42,0.0,7.667175
-1048216.8257127068,-0.007209906,1318.24,5212,33076160000.0,0.007100939,-0.0026966333389282227,9678440,1904.975359916687,45,0.0,7.6665998
-1351008.6655819817,-0.0068890625,1386.87,5252,22819265000.0,0.006221515,1.6689300537109375e-06,9735756,1917.9888076782227,40,0.0,7.6700435
-1036353.3124314601,-0.0074232174,1268.4,5301,107722820000.0,0.0054773632,1.1920928955078125e-07,9799318,1931.1915299892426,49,0.0,7.669494
-1482179.8827795228,-0.00655157,1325.62,5346,87295220000.0,0.0050722715,-4.0531158447265625e-06,9859801,1944.345487833023,45,0.0,7.661346
-2357253.028977882,-0.0073722303,1343.25,5398,107056810000.0,0.004380353,-1.5497207641601562e-06,9929663,1958.1690168380737,52,0.0,7.6590548
-2164188.111408426,-0.006547038,1309.5,5446,2603528000.0,0.0037790209,-0.006192922592163086,9990751,1971.509949684143,48,0.0,7.650822
-1847395.484903935,-0.0069048745,1232.12,5503,99286380000.0,0.0053020446,-4.398822784423828e-05,10055718,1984.7909650802612,57,0.0,7.6428876
-2067232.908161088,-0.0073841126,1144.31,5550,114234490000.0,0.005394736,1.9252300262451172e-05,10112481,1998.3055572509766,47,0.0,7.64951
-1822296.4828976067,-0.0074028787,1253.92,5599,45466890000.0,0.004949822,-8.118152618408203e-05,10176345,2011.7051224708557,49,0.0,7.6509557
-1224591.579861915,-0.0066402657,1298.48,5640,145390030000.0,0.005734415,-0.0012459754943847656,10232000,2025.0725531578064,41,0.0,7.6545863
-1353346.19700598,-0.0069774524,1407.33,5685,59117430000.0,0.0045274566,-0.00034058094024658203,10296916,2038.8125026226044,45,0.0,7.6464696
-1922975.5418585956,-0.006940629,1335.66,5729,208410440000.0,0.005980253,-9.012222290039062e-05,10353446,2051.9027009010315,44,0.0,7.6516414
-2121987.4490145305,-0.0062778876,1391.75,5770,75454570000.0,0.0077278884,-0.0001220703125,10416270,2064.932739019394,41,0.0,7.651093
-2229491.9036766626,-0.00600969,1370.55,5816,56245563000.0,0.004767994,-0.0032923221588134766,10476134,2078.347664833069,46,0.0,7.6502337
-2568061.1535770204,-0.008082879,1394.28,5858,164345230000.0,0.006082688,-5.4836273193359375e-06,10534430,2091.7015347480774,42,0.0,7.640625
-2418540.5846179724,-0.007542761,1352.28,5904,18295998000.0,0.0069845715,-0.0003845691680908203,10598344,2105.175957918167,46,0.0,7.6384706
