TimeElapsed,loss_ent,loss_kl,TimestepsSoFar,loss_vf_loss,ev_tdlam_before,EpThisIter,EpisodesSoFar,loss_pol_surr,EpRewMean,EpLenMean,loss_pol_entpen
2482.7666561603546,8.269046,0.0056619453,3737034,66231067000000.0,1.7881393432617188e-07,20,1832,-0.0064749895,-533079973.9473193,2029.61,0.0
2509.815986633301,8.265989,0.004841812,3778014,110130880000000.0,1.1920928955078125e-07,20,1852,-0.0062309243,-531086770.7342131,2029.61,0.0
2536.251571416855,8.265194,0.006991367,3817747,114622225000000.0,0.0,20,1872,-0.0054994547,-545810443.3609182,2017.14,0.0
2563.4669287204742,8.265364,0.005055851,3858727,79020385000000.0,0.0,20,1892,-0.0073833517,-569775826.6856678,2036.53,0.0
2590.5372965335846,8.274136,0.0045778654,3899707,106570220000000.0,1.1920928955078125e-07,20,1912,-0.0061323866,-530677833.92581403,2036.53,0.0
2617.8482508659363,8.277269,0.0052896906,3940687,82223210000000.0,0.0,20,1932,-0.0060617533,-516296094.79761076,2036.53,0.0
2645.538842201233,8.287884,0.0054590157,3981667,68062280000000.0,0.0,20,1952,-0.005608992,-509188578.6946638,2036.53,0.0
2673.1171219348907,8.291029,0.0053973077,4023034,78093234000000.0,1.1920928955078125e-07,21,1973,-0.0046767876,-490984836.3445099,2032.38,0.0
2700.8738055229187,8.288708,0.0047537377,4064014,86022820000000.0,1.1920928955078125e-07,20,1993,-0.0067255544,-432511792.63603354,2032.38,0.0
2728.2727839946747,8.299145,0.005080269,4104994,41478437000000.0,0.0,20,2013,-0.005916999,-404429390.75461555,2032.38,0.0
2755.6352746486664,8.300186,0.00527492,4145974,81299790000000.0,-1.1920928955078125e-07,20,2033,-0.005660528,-411910160.4491579,2032.38,0.0
2783.1304790973663,8.291912,0.0059634265,4186954,65662915000000.0,0.0,20,2053,-0.006708318,-401873150.1962764,2032.38,0.0
2810.394832611084,8.279617,0.0047774804,4227934,61728890000000.0,0.0,20,2073,-0.0063715666,-397555994.40939313,2049.0,0.0
2837.4316370487213,8.274961,0.004676872,4268914,83539750000000.0,0.0,20,2093,-0.005608017,-413154156.07560205,2049.0,0.0
2865.1228320598602,8.281767,0.004534644,4309894,17435176000000.0,-1.1920928955078125e-07,20,2113,-0.006196323,-360069466.128656,2049.0,0.0
2893.354809999466,8.274044,0.005422026,4350874,43144125000000.0,-2.384185791015625e-07,20,2133,-0.005503021,-317045745.451642,2049.0,0.0
2920.4944353103638,8.26602,0.0056540594,4391854,48488394000000.0,0.0,20,2153,-0.006509067,-300454753.0347304,2049.0,0.0
2948.444608449936,8.265811,0.0046240976,4432834,36866350000000.0,0.0,20,2173,-0.006577949,-288153700.96539235,2049.0,0.0
2975.6475722789764,8.26282,0.004948651,4473814,54663974000000.0,0.0,20,2193,-0.007994396,-235529342.1802939,2049.0,0.0
3002.28546333313,8.257158,0.005450692,4514794,42138050000000.0,-1.1920928955078125e-07,20,2213,-0.0072737546,-255426694.72689396,2049.0,0.0
3029.709997653961,8.251024,0.0057662674,4555774,31617810000000.0,-1.1920928955078125e-07,20,2233,-0.0061089857,-302425075.38566685,2049.0,0.0
3057.025348186493,8.262377,0.005306423,4596754,21053390000000.0,-1.1920928955078125e-07,20,2253,-0.0073440163,-274917659.2069941,2049.0,0.0
3084.737605571747,8.275087,0.0053926143,4637734,9560868000000.0,0.0,20,2273,-0.0075458093,-231280831.13809708,2049.0,0.0
3112.53649187088,8.278719,0.005214358,4678714,16447124000000.0,0.0,20,2293,-0.006411499,-215361495.15747502,2049.0,0.0
3140.169552087784,8.286713,0.0051954156,4720035,21381530000000.0,-1.1920928955078125e-07,21,2314,-0.0056704944,-174695854.51255757,2031.92,0.0
3167.3634691238403,8.272169,0.0051642573,4761015,52756467000000.0,0.0,20,2334,-0.007263371,-159452386.69397548,2031.92,0.0
3194.749574661255,8.25572,0.005137258,4801995,7100487000000.0,5.960464477539063e-08,20,2354,-0.0073597715,-137442451.33781984,2031.92,0.0
3222.481636285782,8.249586,0.005365004,4842975,7482989600000.0,0.0,20,2374,-0.0066199256,-136403394.62281355,2031.92,0.0
3250.3133313655853,8.250959,0.004857204,4883955,27528564000000.0,0.0,20,2394,-0.006674379,-145384558.2092633,2031.92,0.0
3277.8732311725616,8.252533,0.0055859494,4924935,31313873000000.0,-1.1920928955078125e-07,20,2414,-0.0064445524,-145843272.93906844,2049.0,0.0
3305.7274255752563,8.244478,0.0054121907,4965915,21981664000000.0,0.0,20,2434,-0.0057918523,-129365423.94689943,2049.0,0.0
3333.583940267563,8.248241,0.005701439,5007742,4622610600000.0,5.960464477539063e-08,21,2455,-0.007297787,-118954529.60758436,2036.98,0.0
3361.298151254654,8.246386,0.0053235292,5048722,28361833000000.0,0.0,20,2475,-0.007066688,-103923429.72146682,2036.98,0.0
3389.0879163742065,8.240694,0.0045651495,5089702,54652796000000.0,5.960464477539063e-08,20,2495,-0.006849128,-119854906.17387663,2036.98,0.0
3416.276431083679,8.23984,0.004770021,5130682,25648700000000.0,5.960464477539063e-08,20,2515,-0.007189865,-143389093.8237823,2036.98,0.0
3443.5877463817596,8.244259,0.0061232913,5171662,29384925000000.0,0.0,20,2535,-0.0059769037,-129341587.11342901,2036.98,0.0
3471.5810837745667,8.243099,0.004798308,5212642,17342281000000.0,0.0,20,2555,-0.0068218396,-158943787.39140534,2049.0,0.0
3499.0247886180878,8.229658,0.00507866,5253622,4501341000000.0,-1.1920928955078125e-07,20,2575,-0.007523671,-159580141.8954378,2049.0,0.0
